0.00000000e+00	0.00000000e+00	-1.05532422e-320
4.88281250e-05	0.00000000e+00	-1.10473078e-320
9.76562500e-05	0.00000000e+00	-1.17340591e-320
1.46484375e-04	0.00000000e+00	-1.24899795e-320
1.95312500e-04	0.00000000e+00	-1.32508406e-320
2.44140625e-04	0.00000000e+00	-1.39277106e-320
2.92968750e-04	0.00000000e+00	-1.45156487e-320
3.41796875e-04	0.00000000e+00	-1.50047737e-320
3.90625000e-04	0.00000000e+00	-1.53654416e-320
4.39453125e-04	0.00000000e+00	-1.55877711e-320
4.88281250e-04	0.00000000e+00	-1.56618810e-320
5.37109375e-04	0.00000000e+00	-1.55877711e-320
5.85937500e-04	0.00000000e+00	-1.53703822e-320
6.34765625e-04	0.00000000e+00	-1.50294769e-320
6.83593750e-04	0.00000000e+00	-1.45699959e-320
7.32421875e-04	0.00000000e+00	-1.40709896e-320
7.81250000e-04	0.00000000e+00	-1.35719833e-320
8.30078125e-04	0.00000000e+00	-1.30680363e-320
8.78906250e-04	0.00000000e+00	-1.25640894e-320
9.27734375e-04	0.00000000e+00	-1.20304985e-320
9.76562500e-04	0.00000000e+00	-1.14573823e-320
1.02539063e-03	0.00000000e+00	-1.08101563e-320
1.07421875e-03	0.00000000e+00	-1.01085831e-320
1.12304688e-03	0.00000000e+00	-9.36254399e-321
1.17187500e-03	0.00000000e+00	-8.51769173e-321
1.22070312e-03	0.00000000e+00	-7.67283948e-321
1.26953125e-03	0.00000000e+00	-6.82304657e-321
1.31835938e-03	0.00000000e+00	-5.97325366e-321
1.36718750e-03	0.00000000e+00	-5.11852009e-321
1.41601563e-03	0.00000000e+00	-4.23908324e-321
1.46484375e-03	0.00000000e+00	-3.34976508e-321
1.51367188e-03	0.00000000e+00	-2.46538757e-321
1.56250000e-03	0.00000000e+00	-1.58101007e-321
1.61132813e-03	0.00000000e+00	-7.50979782e-322
1.66015625e-03	0.00000000e+00	0.00000000e+00
1.70898438e-03	0.00000000e+00	6.57107309e-322
1.75781250e-03	0.00000000e+00	1.21540149e-321
1.80664063e-03	0.00000000e+00	1.65017926e-321
1.85546875e-03	0.00000000e+00	1.95649996e-321
1.90429688e-03	0.00000000e+00	2.15412622e-321
1.95312500e-03	0.00000000e+00	2.23317672e-321
2.00195313e-03	0.00000000e+00	2.18871081e-321
2.05078125e-03	0.00000000e+00	2.06025374e-321
2.09960937e-03	0.00000000e+00	1.88733077e-321
2.14843750e-03	0.00000000e+00	1.62547597e-321
2.19726562e-03	0.00000000e+00	1.33397724e-321
2.24609375e-03	0.00000000e+00	1.06718180e-321
2.29492188e-03	0.00000000e+00	8.44852254e-322
2.34375000e-03	0.00000000e+00	6.66988622e-322
2.39257813e-03	0.00000000e+00	5.92878775e-322
2.44140625e-03	0.00000000e+00	6.12641401e-322
2.49023438e-03	0.00000000e+00	7.46039125e-322
2.53906250e-03	0.00000000e+00	1.00789392e-321
2.58789063e-03	0.00000000e+00	1.33891790e-321
2.63671875e-03	0.00000000e+00	1.77369567e-321
2.68554688e-03	0.00000000e+00	2.25293935e-321
2.73437500e-03	0.00000000e+00	2.74700499e-321
2.78320313e-03	0.00000000e+00	3.24107064e-321
2.83203125e-03	0.00000000e+00	3.73513628e-321
2.88085938e-03	0.00000000e+00	4.16497339e-321
2.92968750e-03	0.00000000e+00	4.54046329e-321
2.97851563e-03	0.00000000e+00	4.80725873e-321
3.02734375e-03	0.00000000e+00	4.99500368e-321
3.07617188e-03	0.00000000e+00	5.06417287e-321
3.12500000e-03	0.00000000e+00	5.03946959e-321
3.17382812e-03	0.00000000e+00	4.92089383e-321
3.22265625e-03	0.00000000e+00	4.76773348e-321
3.27148438e-03	0.00000000e+00	4.60469182e-321
3.32031250e-03	0.00000000e+00	4.40706556e-321
3.36914063e-03	0.00000000e+00	4.18967668e-321
3.41796875e-03	0.00000000e+00	3.95252517e-321
3.46679688e-03	0.00000000e+00	3.75489891e-321
3.51562500e-03	0.00000000e+00	3.56221331e-321
3.56445313e-03	0.00000000e+00	3.36952770e-321
3.61328125e-03	0.00000000e+00	3.17684210e-321
3.66210938e-03	0.00000000e+00	2.97921584e-321
